body,id,mainSummary,rumorType,score,sourceUrl,summary,title
"益生菌对人体的主要作用是改善肠道菌群。迄今为止的科学研究虽然很多，但基本上都是通过补充特定益生菌改变了特定的生理指标。
这种改变被演绎成「提高免疫力」。事实上，「提高免疫力」本身，就只是一个营销概念，并没有明确的科学内涵。用益生菌提高免疫力，无异于「大海捞针」，效果虚无缥缈。",115,丁香医生团队辟谣：益生菌是否能提高免疫力都有待商榷，更别说预防新冠肺炎了,0,109,,,益生菌能提高免疫力预防新冠肺炎？
建议将外穿的鞋子放置于门外。或用鞋盒、鞋套将鞋子「隔离」，放在玄关，减小室内被污染的风险。如果小区有人感染新型冠状病毒，如何保护自己和家人？有哪些值得注意的地方？去丁香医生公众号回复「小区」即可查看。,108,丁香医生团队：确实需要注意，建议将外穿的鞋子放置于门外,1,108,,,鞋要与居室隔离，不要放在家里？
《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》指出「经呼吸道飞沫和接触传播是主要的传播途径。气溶胶和消化道等传播途径尚待明确」并没有提到虫媒传播（蚊虫叮咬传播）。,110,丁香医生团队辟谣：目前没有证据,0,107,,,新冠病毒可以通过蚊虫叮咬传播？
"如果在空气中乱喷，容易因为局部过浓而爆燃。
喷洒酒精之后，会有一部分酒精发生气化，浓度虽有所降低，但是与氧气的接触却更充分了，所以空气中只要有 3.5% 左右的酒精，遇到明火、静电火花乃至一些高温物体，就足以发生爆炸。
因此，在喷洒酒精时，务必注意用量，不要过度喷洒导致空气中挥发的酒精太多，更不能直接对着空气喷洒，也不要对着人喷洒。",113,清华大学化学系孙亚飞博士：确实要注意,1,106,,,别往空气中喷撒酒精，会爆炸？
近日，有网络传言和视频称，天津一男子在自己衣服上喷了含酒精的消毒水，然后开车时抽烟引发燃爆，不小心把自己烧死了。据平安天津微博发布：实为男子杀人未遂后引燃汽油。不过也要提醒大家，使用酒精等消毒剂进行消毒的时候一定要注意安全。,112,平安天津辟谣：实为男子杀人未遂后引燃汽油,0,105,,,有人在身上喷消毒水烧着了？
李兰娟院士表示：不在医院，只是日常外出，不用专门戴手套。关键是要勤洗手，养成洗手、在外面不用手抠鼻子、揉眼睛的好习惯。,111,李兰娟院士辟谣：日常不用戴手套,0,104,,,比口罩更重要的是手套？
"国家医疗专家组成员李兴旺在 2 月 5 日下午的发布会上表示：「无症状感染者的病毒载量可能比较少，其传播力也会较弱。」
而世界卫生组织表示：「根据对 MERS 的观察，其他冠状病毒通过无症状者传播的情况非常罕见。」如何知道自己或身边的人是不是无症状感染者？去丁香医生公众号回复「无症状」即可查看。",120,丁香医生团队：可能会，但无症状感染者的传播力较弱,2,102,,,无症状患者也会传播新冠病毒？
含氯消毒剂不能和洁厕灵同时使用，容易产生有毒气体；也不推荐和酒精同时使用，消毒效果可能减弱甚至可能产生有毒气体；储存应在低温、阴凉处和儿童触摸不到的地方；如有必要，要先使用洁厕灵，然后在使用含氯消毒剂消毒之前应对其彻底冲洗。,107,丁香医生团队：确实，含氯消毒剂不能和洁厕灵同时使用，容易产生有毒气体,1,101,,,84 消毒液不能和洁厕灵一起用？
沪医疗救治专家组组长、华山医院教授张文宏主编的《张文宏教授支招防控新型冠状病毒》中提到：中央空调有传播疾病的可能。疫情期间停止或减少使用中央空调，必须开空调时，要同时开排风扇。要定期清洗空调，每天定时开启门窗，进行通风换气。,109,张文宏教授：中央空调有传播疾病的可能,1,100,,,中央空调会传染病毒？
"浙江大学医学院附属第一院传染病科主任医师肖永红接受人民网采访中表示：

「对于下水道密闭性不是特别严格的小区而言，有些问题是需要注意的。比如，发现下水道有反水、漏水的情况，应当加强马桶或便器的密封性。对于一些使用旱厕的农村地区，则需要定期对厕所进行消毒。」",105,丁香医生团队：不能排除有这一可能,2,99,,,新冠病毒会通过下水道传播？
"印度学者认为，新冠病毒被插入了 HIV 病毒的几个片段，并暗示这是人造的。然而，仔细研究发现，他研究的这几个片段，在其他大量病毒里存在。那为何单单把 HIV 挑出来说事儿呢？因此存在蓄意误导的可能性。

根据最新的消息：该文章的第一作者，在全球学者的批评和评论压力下，终于意识到了自己分析的问题和技术错误。他在评注中说这个文章是粗浅的研究，决定要撤回现稿。",102,丁香医生团队辟谣：不实言论，存在蓄意误导的可能性,0,98,,,印度学者：新冠病毒是人造的？
钟南山院士表示：「病毒有可能通过粪口传播。现在这个问题应该非常重视，因为在粪便里发现病毒，粪便是否传染病毒值得高度警惕。在湖北、江西有些地方，确实有使用便桶习惯，还放在鱼塘里洗，确实要引起防控注意。从调查来看，已经患病的人，在粪便带病毒有多少，要一步一步来调查。从了解来看，尿初步没有，但大便确实要引起注意。」,104,钟南山院士回应：是有可能的，粪便是否传染病毒值得高度警惕,2,96,,,新冠病毒会通过粪口传播？
我没说，不是我，别瞎说。网传的「童子尿可预防新冠病毒」丁香医生认证图片实为 PS 所造。,95,丁香医生团队辟谣：PS 技术挺好，差点自己都信了呢,0,95,,,丁香医生说童子尿可预防新冠病毒？
WHO 证实：到目前为止，还没有专门用于预防和治疗新冠病毒的药物。感染者应该接受用于缓解和针对症状的治疗，而病情严重的患者应该得到针对其所有病症的最佳的支持性治疗。特定的治疗方法正在研究中，并将通过临床试验进行测试。,96,WHO 证实：到目前为止，还没有专门用于预防和治疗新冠病毒的药物,1,94,,,目前还没有可防治新冠病毒的药物？
目前关于金银花研究较多来自体外环境细胞实验的研究，即使在动物实验中表现出一定的抗病毒效果，也不能推及在人体内的效果。同时，已有研究显示抗病毒活性成分的剂量关系及生物利用度还并不理想，目前还没有足够有力的临床试验数据证明金银花的抗病毒效果。最重要的，实验用的剂量和提取方式，和日常饮食摄入的还是有很大差距，大剂量使用可能带来不良反应，切勿自行以预防为目的的服用。,100,丁香医生团队：目前仅有动物实验，实验用的剂量和提取方式，和日常饮食摄入的还是有很大差距。,2,93,,,金银花有望防控新冠病毒感染？
2013 和 2014 年的国家药品不良反应监测年度报告显示，双黄连合剂（口服液、颗粒、胶囊、片）在中成药口服制剂中不良反应中分列第二名和第一名。而关于它在人体中「可抑制新型冠状病毒」的效果，目前的公开数据不足以得到证明。,94,丁香医生团队辟谣：现有临床研究数据不足，不建议用双黄连预防新冠病毒,0,92,,,双黄连可以预防新冠病毒？
56℃ 且持续 30 分钟是用高温杀死新冠病毒的两个必备条件，也就是说，得对衣服的每一个部位都烫 30 分钟以上才有效。有这闲工夫，不如加点消毒水把衣服洗了。,98,丁香医生团队辟谣：有这闲工夫，不如加点消毒水把衣服洗了,0,91,,,挂烫机可杀灭衣服上的新冠病毒？
杀死新型冠状病毒至少需要 56℃，30 分钟，可用于物体表面消毒等。人在 56℃ 的水里洗半小时，可能会得热射病，有生命危险。人体的体温是相对恒定的，洗热水澡也无法提升体内温度，无法预防病毒。,77,丁香医生团队辟谣：洗热水澡也无法提升体内温度，不能对抗病毒，还可能会有生命危险。,0,89,,,用 56℃ 的热水洗澡能对抗病毒？
在国家卫健委印发的《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》中提到「冠状病毒对紫外线和热敏感，大部分消毒剂可有效灭活病毒。」紫外线消毒灯要严格按照说明书的要求使用。且人和宠物都要离开正在消毒的房间，以免对皮肤和眼睛造成损伤。,88,国家卫健委：冠状病毒对紫外线敏感,1,87,,,紫外线消毒灯能杀灭新冠病毒？
目前尚无证据证明喝茶可以预防新冠病毒。尽量保持室内空气流通，注意卫生，勤洗手，吃熟食，远离人群就是最好的预防手段了。,93,丁香医生团队辟谣：补水挺好，预防病毒没用,0,86,,,喝茶可以预防新冠病毒？
目前尚无证据证明姜可以预防病毒，更没有证据证明可以预防新冠病毒。目前的证据显示，新型冠状病毒经呼吸道飞沫传播是主要的传播途径，亦可通过接触传播，所以，即便姜片有用，含在嘴里也不能阻碍感染。,97,丁香医生团队辟谣：目前尚无证据证明姜可以预防病毒，更没有证据证明可以预防新冠病毒,0,85,,,含姜片可以预防新冠病毒？
国家卫健委在 2 月 1 日举行的新闻发布会上表示：目前没有足够数据证实母胎传播，会综合病人的基本情况，必要的时候会和产科医生等，共同讨论是否继续妊娠还是终止妊娠，要以保证孕妇的安全为前提。妊娠早期的持续高热，本身对早孕期的胚胎组织有一定的危害。,99,国家卫健委：没有母婴传播的证据，但必要的时候会和产科医生等共同讨论是否继续妊娠,2,84,,,怀孕后确诊新冠肺炎，孩子不能要？
尚无证据表明熏艾对预防新型冠状病毒感染有效，而且在密闭的室内可能会造成一氧化碳中毒,3,丁香医生团队辟谣：没用，甚至可能中毒,0,83,,,熏艾可以预防新冠肺炎？
无论是用微波炉、电烤箱还是蒸锅加热口罩，一方面口罩内部结构破坏，口罩无法再次使用；另一方面，微波炉、电烤箱和蒸锅由于处理医疗垃圾，也不能继续加热食物。,57,丁香医生团队辟谣：不可以，不然微波炉和口罩都废了,0,82,,,用微波炉加热口罩可以消毒？
"在国家卫健委印发的《新型冠状病毒感染的肺炎诊疗方案（试行第四版）》中显示，新型冠状病毒经呼吸道飞沫传播是主要的传播途径，亦可通过接触传播。而眼神对视不属于前述任何一种。
另外，造谣网民已被依法处罚。",92,丁香医生团队辟谣：系编造，造谣网民已被依法处罚,0,80,,,新冠病毒通过眼神对视传播？
针对此次新型病毒感染，WHO 尚未发表中国为「疫区」的声明。很多人在讨论的 PHEIC 翻译过来是「国际公共卫生紧急事件」，是世卫组织发出的警示信息。根据 《国际卫生条例（2005）》规定，PHEIC 只是给各国的建议，不是强制措施。,89,丁香医生团队辟谣：根本没有「疫区国」的概念,0,79,,,中国被列入「疫区国」？
"中国工程院院士李兰娟在接受浙江新闻客户端记者采访时表示，不能这样做，病毒对于外界抵抗力不强，75% 的酒精就可以消毒，但是这是对于有可能被污染的一些物体的消毒，并不是在家里针对人也要这样消毒。

人在外面接触主要是手，用流水冲洗，多洗手，这是最重要的办法。",54,李兰娟院士辟谣：不能这样做,0,78,,,全身喷洒酒精可起到消毒效果？
大蒜提取物是能杀菌，但是从大蒜变成大蒜提取物差距很大。而且目前还没有临床试验数据证明大蒜的抗病毒效果，就不要指望它能杀灭新型冠状病毒啦。,58,丁香医生团队辟谣：不管是直接吃、榨汁喝还是炖冰糖都没用,0,77,,,吃大蒜可以杀灭新冠病毒？
再次强调，杀死新型冠状病毒至少需要 56℃，30 分钟，可用于物体表面消毒等，不能作用于人体。人体通过产热和散热，会将体温维持在一个正常的范围。真保持体温 56℃ 半小时的话，那杀死的怕不只是病毒了。,79,丁香医生团队辟谣：人体是恒温的，会散热。真保持体温 56℃ 半小时的话，那杀死的怕不只是病毒了,0,76,,,喝 60℃ 的水可以杀死病毒？
"网上出现了武汉市第九医院的一个紧急通知，说是散步会感染新型冠状病毒肺炎。

对此，武汉市第九医院院长刘明瑜表示：「这是谣言，我们根本没出这样的通知，请大家不要相信。」",86,武汉市第九医院辟谣：我院没出过这样的通知,0,75,,,散步会感染新型冠状病毒肺炎？
一般情况下，飞沫传播只有与传染源近距离接触时才可能实现。飞沫传播在 1～2 米之间，距离传染源 1 米以外相对安全，2米开外就很安全了，所以讲话交流最少相隔 1 米，最好 2 米。飞沫从人体出来很快就沉降了，不会在空气中悬浮。,85,丁香医生团队：交流要保持距离；病毒不会在空气中悬浮,2,74,,,喷嚏一打几米远，病毒可悬浮一天？
世界卫生组织回应：「目前没有证据显示狗猫等宠物会感染新型冠状病毒。与宠物接触后，用肥皂和水洗手可以显著减少其他常见细菌在宠物和人类之间的传播，如大肠杆菌和沙门氏菌。」但如果宠物在外面明确接触到新型冠状病毒肺炎患者，谨慎起见，还是需要将宠物进行隔离观察。请大家爱惜宠物，不要随意遗弃。,5,世界卫生组织回应：目前没有证据显示狗猫等宠物会感染新型冠状病毒,2,71,,,人会传染宠物？宠物染病会传染人？
美国疾控中心指出 N95 口罩在特殊情况下（比如口罩供应不足等），可在严格规范下「延长使用期限」以及「有限重复使用」。前者指一次佩戴不取下来，去接触不同的病人；后者指在满足一定条件下，可重复使用一定次数。若厂家说明了可重复使用次数，那以厂家说的为准；若没说明，那「不超过 5 次」。吹风机吹或者喷洒酒精，都可能会破坏口罩的保护作用。,81,丁香医生团队：吹风机吹或者喷洒酒精，都可能破坏口罩的保护作用,2,70,,,N95 口罩消毒可继续用？
非典时期，激素治疗使部分患者留下股骨头坏死的后遗症，这是药物的一种副作用。现在发生的大量的病人根本就不用激素，所以不会引起股骨头坏死。,82,李兰娟院士辟谣：现在发生的大量的病人根本就不用激素,0,69,,,治疗主要靠激素，会成为废人？
"根据 SARS 病毒的特点，推测新型冠状病毒可在金属、塑料上存活 2～3 天，但存活不代表可达到传染条件。
手机、电梯按键存在的细菌和病毒数量种类众多，不管是否沾染上带有冠状病毒的飞沫，接触后都需好好洗手。不要用脏手碰口鼻、揉眼睛，更不要一边吃东西一边玩手机。
无症状密切接触史者和轻微症状居家隔离者的手机，需好好消毒，不要触碰。",90,丁香医生团队：接触手机、电梯按键后，需要及时洗手,1,67,,,病毒会存在手机和电梯按键上？
医用外科口罩摸上去比较薄，但过滤效率却很高。阻水层、过滤层、吸湿层这三层有效阻挡了病毒入侵。而市面上的一般棉布口罩，虽然厚实，但基本上不具备预防传染病的作用，不可靠。,56,丁香医生团队辟谣：口罩厚度不等同于防护效果，医用外科口罩摸上去比较薄，但过滤效率却很高,0,66,,,口罩越厚，防病毒效果越好？
暂时还没有证据表明，风油精里的成分对预防或杀灭新冠病毒有任何效果。不过在家宅久了，闻下凉凉的风油精，还是有助提神的。,69,丁香医生团队辟谣：对预防新冠病毒没有作用,0,65,,,在人中涂风油精可以预防感染？
网络上流传 2 张截图，配文分别称「钟南山发布多喝单枞茶对防止肺炎有重大效果」「国家卫生局发布多吃草莓对防止肺炎有重大效果」。这 2 张截图都是假的。钟南山院士曾就肺炎疫情接受过媒体采访，并没有提到过前述的信息。目前我国并没有「国家卫生局」这个机构，只有国家卫健委。国家卫健委也并没发布过前述的信息。,53,经查证：系编造,0,63,,,多喝单枞茶多吃草莓可防肺炎？
国家邮政局市场监管司副司长侯延波表示：“我们要求邮政和快递企业严格落实对邮件、快件、运输车辆、生产作业场所的消毒、通风等措施，严格落实安全查验的制度，严禁收寄野生动物。因此大家不用担心，正常的快件不用拒收，收完快件请及时洗手。”,87,丁香医生团队辟谣：病毒通过快件传播的风险极低，收完快件请及时洗手,0,62,,,武汉来的快递要拒收？
浓度为 60% ～80% 的乙醇是一种有效的杀毒剂，65-75% 效果最佳， 可以灭活所有亲脂病毒和许多亲水性病毒。但是，90% 的酒精浓度可能会降低消毒效力，因为病毒中含有的基本物质蛋白质，在无水的情况下不容易发生变异。75% 以上浓度的白酒也可以稀释后用作物体表面的消毒，但效果肯定没有医用酒精好。但这是应急的一招，不可长期使用。,80,丁香医生团队辟谣：浓度 60-80% 都有效，65-75% 效果最佳,0,60,,,酒精浓度越高，消毒效果越好？
新型冠状病毒感染的肺炎疫情发生后，有网友翻出 2018 年「科学家发现新型冠状病毒」的旧闻，怀疑「是否两年前就已发现如今正在肆虐的新型冠状病毒」。记者今天向中科院求证，该院武汉病毒研究所称 2018 年报道的“病毒”，与此次引发肺炎疫情的 2019-nCov 并非「同一种病毒」。,42,中科院辟谣：并非同一种,0,56,,,新冠病毒 2018 年就发现了？
呼吸阀的气流是单向向外的，不影响使用者的防护效果。但已经有症状的人，建议不要使用带有呼吸阀的防护口罩，它无法阻挡病毒飞沫溢出。,50,丁香医生团队辟谣：口罩上有呼吸阀不用担心,0,55,,,带呼吸阀的口罩没有用？
"一瓶醋里的醋酸含量最多也只有 5%。将醋里的醋酸蒸发到空气中的做法，提升空气酸度的空间十分有限。
另外，熏醋还会带来副作用。醋酸挥发到房间后，可能对人体的呼吸道粘膜产生刺激作用，导致咽喉不适、恶心及呼吸困难。
对呼吸道敏感的儿童、老人，以及有哮喘病史的人而言，熏醋很有可能诱发呼吸系统疾病。",51,丁香医生团队辟谣：熏醋杀不死新型冠状病毒,0,54,,,熏醋可以预防新冠病毒？
"香油在鼻子里走个过场，既阻隔不了病毒进来，也影响不了病毒繁衍。

除了随身携带香油味，啥效果也不会有。

再强调一下，能有效灭活新型冠状病毒的物质是乙醚、75% 乙醇、含氯消毒剂、过氧乙酸和氯仿等脂溶剂。但它们也只能用于体表和物体表面的清洁，不能滴鼻孔。",13,丁香医生团队辟谣：啥效果也不会有,0,53,,,香油滴鼻孔可防病毒传播？
"现有研究证据不足，且证据级别不够，尚未能表明 VC 能预防新型冠状病毒，也尚未能表明 VC 有抵抗病毒的作用。
普通感冒前，部分人群长期补充 VC 可以缩短病程，造成很多人有 VC 可以抵抗流感、提高免疫力的印象。也有一些人会把补充 VC 当作万能药，没事就给自己补一点。在新型冠状病毒的疫情下，别为了安心就大剂量地使用 VC，会导致腹泻、皮疹等中毒现象。",9,丁香医生团队：现有研究证据不足，过度服用会中毒,2,52,,,服用 VC 可以预防感染？
"迄今为止，和板蓝根有关的提取物研究，无一进入临床试验阶段。
也就是说，即使是对预防流感病毒，板蓝根也没有被证明有预防效果，更别说预防新型冠状病毒了。",10,丁香医生团队辟谣：板蓝根对新型冠状病毒无效,0,51,,,吃板蓝根可以预防新冠病毒？
此次新型冠状病毒来源是非法销售的野生动物，目前未明确中间宿主。但正规渠道售卖的各类肉制品仍可食用。,4,丁香医生团队辟谣：正规家畜家禽海鲜都能吃,0,50,,,家畜家禽海鲜都不能吃了？
抗生素作用于细菌，对病毒无效。在武汉同济、武汉协和同时发布新型冠状病毒肺炎快速诊疗指南中，也明确指出要避免盲目或不恰当的抗菌药物治疗，尤其是联合应用广谱抗菌药物。,6,丁香医生团队辟谣：抗生素作用于细菌，对病毒无效,0,49,,,吃抗生素可以预防新冠病毒?
呼吸疾病国家重点实验室办公室 25 日表示，钟南山院士正在开会；前述被传染的传闻系谣言。,7,呼吸疾病国家重点实验室办公室：系谣言,0,48,,,钟南山院士被传染?
"不需要佩戴多层口罩。建议选择 N95/KN95 或普通外科口罩，并且一层就够，其他口罩防护效果不如这三种。佩戴多层口罩还可能造成呼吸不畅。
",14,丁香医生团队辟谣：佩戴多层口罩可能造成呼吸不畅,0,47,,,戴多层口罩才能防住病毒?
香蕉并不是新型冠状病毒的宿主，1 月 23 日，中国科学院院士中国疾控中心主任高福在央视新闻采访中表示，病毒来源就是武汉华南海鲜市场非法销售的野生动物。比起香蕉，野味才应该被杜绝。,15,丁香医生团队辟谣：香蕉并不是新型冠状病毒的宿主,0,46,,,新冠肺炎是香蕉导致的?
全年龄段的人都需要做防护。新型冠状病毒对所有年龄组都易感。目前，新型冠状病毒已经确定可以人传人，经呼吸道飞沫传播是主要传播途径，亦可通过接触传播。,17,丁香医生团队辟谣：新冠病毒对所有年龄组都易感,0,45,,,病毒感染的都是老年人?
目前新型冠状病毒感染已经超出人兽范围，可以人传人，以呼吸道传播为主，亦可通过接触传播。,18,丁香医生团队辟谣：目前新冠病毒的感染已超出人兽范围,0,44,,,不吃野味就不会被感染?
"新型冠状病毒，是一种先前尚未在人类中发现的冠状病毒。
而奥司他韦是治疗流感的特效药，作用靶点与流感病毒相关，目前尚没有证据显示其对于新型冠状病毒具有临床疗效。",20,丁香医生团队辟谣：适用于流感治疗，目前还没有证据表明奥司他韦能治疗新冠病毒感染,0,43,,,吃奥司他韦可以预防新冠病毒?
"吸烟不仅无法对病毒感染产生任何的预防作用，还会刺激呼吸道。烟草中的有害物质还会损伤肺功能、减低身体抵抗力，而增加受到感染的可能，呼出的二手烟雾也会危害到周边人的健康。

另外，吸烟时无法戴口罩，手部会触碰口鼻，会增加病毒感染风险。",19,丁香医生团队辟谣：吸烟没有任何好处,0,42,,,吸烟就能预防病毒?
"护目镜是针对一线临床医生的，普通人出门不需要佩戴护目镜。
但大家都要注意，不要揉眼睛，因为手可能接触到病毒，再接触到眼睛会导致结膜感染。
",12,丁香医生团队辟谣：普通人出门没必要戴,0,41,,,出门要戴护目镜?
"无论有没有疫情，都建议戴口罩出门。
时值春运，很多病毒携带者可能出现在全国各地，而部分携带者可能身上还没有症状。这意味着，我们都有可能会接触到携带者。
合理佩戴口罩，可有效挡住飞沫，能阻断病毒直接进入人体内。
首选医用外科口罩或 N95 / KN95 口罩。其他口罩，效果不如这三种好。",8,丁香医生团队辟谣：无论有没有疫情，出门都建议戴,0,40,,,身边没有疫情不用戴口罩?
燃放烟花爆竹产生的气体并不能杀死新型冠状病毒，除此之外，燃放烟花爆竹产生的二氧化硫还对人体健康有害，如对呼吸系统产生刺激，还有消防隐患，危机生命财产安全。,22,丁香医生团队辟谣：不仅不能「杀毒」，还对健康有害,0,39,,,燃放烟花可以预防感染?
"杀死冠状病毒至少需要 56℃，30 分钟，可用于物体表面消毒等。桑拿房内温度的确较高，但人体的体温是相对恒定的，无法预防病毒。并且桑拿汗蒸的地方通风差、人多，反而增加疾病传播的几率。
且长时间桑拿、汗蒸，可能会出现脱水甚至休克等症状。",23,丁香医生团队辟谣：杀死新冠病毒至少需要 56℃，30 分钟,0,38,,,桑拿、汗蒸能预防新冠病毒?
乳铁蛋白是哺乳动物乳汁中天然存在的一种蛋白质，目前没有证据表明它可以提高免疫力，更不能预防新型冠状病毒。别再交「智商税」了,24,丁香医生团队辟谣：无证据表明乳铁蛋白对病毒有用,0,37,,,吃乳铁蛋白能预防新冠病毒?
口罩正着戴才有用，戴反了，防护力会大大减弱。正确的操作是颜色较深的一面朝外，颜色较浅的朝自己，有金属条的部分戴在鼻子上，用手捏紧，使口罩上端紧贴鼻梁。,26,丁香医生团队辟谣：口罩正着戴才有用,0,35,,,没感冒时，口罩反着戴?
口罩只是起到阻挡飞沫的作用，病毒在口罩上残留的时间和量并不明确。脱口罩时，用手勾住绳子，脱下来直接丢弃即可，不需要做其他处理。如果用手直接接触口罩面，反而会增加感染风险。,27,丁香医生团队辟谣：口罩用过后直接丢弃即可,0,34,,,口罩用过要剪碎或消毒?
武汉、杭州、郑州等各城市版本的「飞机喷洒消毒药水」都是谣言！,1,人民日报辟谣：各城市版本的都是谣言！,0,33,,,某某城市飞机喷洒消毒药水？
据四川网警消息，1月25日，自贡市网民孙某在微信群内传播不实言论，称“此次疫情系解放军传播病毒导致”。目前，孙某因散布谣言属地公安机关处以行政拘留处罚。网警重申：网络不是法外之地，对于编造，散布谣言，扰乱公共秩序违法行为，公安机关将依法查处。,32,四川网警辟谣：不实言论！,0,1,,,此次疫情系解放军导致?
